CODIGO      ATIVO
01-3987BG6  N      
01-3988-1   N      
01-3988-3   N      
01-3988-4   N      
01-3988-6   N      
01-3988-8   N      
01-3988AG3  N      
01-3988AG4  N      
01-3988AG6  N      
01-3988AG8  N      
01-3989     N      
01-3989-1   N      
01-399      N      
01-3990     N      
01-3991-1   N      
01-3991A1   N      
01-3991AG0  N      
01-3991AG1  N      
01-3991P1   N      
01-3992AG   N      
01-3993AG   N      
01-3994AG   N      
01-3995AG   N      
01-3996AG   N      
01-3996P    N      
01-3997-0   N      
01-3997A    N      
01-3997B    N      
01-3997MP   N      
01-3997P    N      
01-3998A    N      
01-3999     N      
01-3999A    N      
01-3999AG   N      
01-3999B    N      
01-3999P    N      
01-400      N      
01-400-1    N      
01-400-4    N      
01-4000     N      
01-4001-0   N      
01-4001A    N      
01-4001B0   N      
01-4001P    N      
01-4002BAG  N      
01-4002D    N      
01-4002DP   N      
01-4002P    N      
01-4002PP   N      
01-4003A    N      
01-4003P    N      
01-4004     N      
01-4005     N      
01-4005A    N      
01-4005AG   N      
01-4005AMP  N      
01-4005D    N      
01-4005P    N      
01-4006     N      
01-4006AG   N      
01-4007-0   N      
01-4007A    N      
01-4007B    N      
01-4007P    N      
01-4008     N      
01-4008-0   N      
01-4008A    N      
01-4008AG   N      
01-4009     N      
01-4009-0   N      
01-4009-2   N      
01-4009-23  N      
01-4009-24  N      
01-4009-25  N      
01-4009-8   N      
01-4009A    N      
01-4009AG   N      
01-401      N      
01-4010-0   N      
01-4010A    N      
01-4010P    N      
01-4011-0   N      
01-4011A    N      
01-4011AG   N      
01-4011P    N      
01-4013     N      
01-4013A    N      
01-4013P    N      
01-4014     N      
01-4014A    N      
01-4014P    N      
01-4015     N      
01-4015P    N      
01-4016     N      
01-4017     N      
01-4017A    N      
01-4017AG   N      
01-4017B    N      
01-4017D    N      
01-4017P    N      
01-4019-1   N      
01-402      N      
01-4020-1   N      
01-4021-1   N      
01-4022     N      
01-4022AG   N      
01-4023     N      
01-4024AG   N      
01-4025     N      
01-4025AG   N      
01-4026     N      
01-4027     N      
01-4027AG   N      
01-4028AG   N      
01-4029     N      
01-4029AG   N      
01-402B     N      
01-4030AG   N      
01-4030BAG  N      
01-4031-1   N      
01-4032-1   N      
01-4033-0   N      
01-4033A    N      
01-4033A0   N      
01-4033AG   N      
01-4034AG   N      
01-4035     N      
01-4035AG   N      
01-4036A    N      
01-4036AG   N      
01-4036P    N      
01-4037     N      
01-4037A    N      
01-4037AAG  N      
01-4037AG   N      
01-4037P    N      
01-4038     N      
01-4038AG   N      
01-4039AG   N      
01-404      N      
01-4040-12  N      
01-4040-2   N      
01-4040A    N      
01-4040MP   N      
01-4041-4   N      
01-4041-8   N      
01-4041AG4  N      
01-4041AG8  N      
01-4041B4   N      
01-4042-1   N      
01-4043     N      
01-4044     N      
01-4044P    N      
01-4045     N      
01-4045P    N      
01-4046     N      
01-4046AAG  N      
01-4046AG   N      
01-4047     N      
01-4047AG   N      
01-405-1    N      
01-405-4    N      
01-4051AG   N      
01-4053     N      
01-4053A    N      
01-4053A8   N      
01-4053AG   N      
01-4054AG   N      
01-4055DA   N      
01-4055DP   N      
01-4055E    N      
01-4055G    N      
01-4056     N      
01-4056AG   N      
01-4056AG2  N      
01-4057     N      
01-4057AG2  N      
01-4058     N      
01-4058AG2  N      
01-4059     N      
01-4059-12  N      
01-4059-2   N      
01-4059A    N      
01-4059A1   N      
01-4059A2   N      
01-4059A3   N      
01-4059A31  N      
01-4059A4   N      
01-4059A5   N      
01-4059A6   N      
01-4059A7   N      
01-4059A8   N      
01-4059A9   N      
01-4059AG2  N      
01-405P     N      
01-405P1    N      
01-405P4    N      
01-406-1    N      
01-4060     N      
01-4060-12  N      
01-4060-2   N      
01-4060A    N      
01-4060A1   N      
01-4060A2   N      
01-4060A3   N      
01-4060A31  N      
01-4060A4   N      
01-4060A5   N      
01-4060A6   N      
01-4060A7   N      
01-4060A8   N      
01-4060A9   N      
01-4060AG2  N      
01-4061     N      
01-4061-12  N      
01-4061-2   N      
01-4061A    N      
01-4061A1   N      
01-4061A2   N      
01-4061A3   N      
01-4061A31  N      
01-4061A4   N      
01-4061A5   N      
01-4061A6   N      
01-4061A7   N      
01-4061A8   N      
01-4061A9   N      
01-4061AG2  N      
01-4061P12  N      
01-4061P2   N      
01-4062     N      
01-4062-1   N      
01-4062AG   N      
01-4063     N      
01-4063AG   N      
01-4064     N      
01-4064AG   N      
01-4065     N      
01-4065AG   N      
01-4066     N      
01-4066AG   N      
01-4067     N      
01-4067AG   N      
01-4068     N      
01-4068AG   N      
01-4069     N      
01-4069AG   N      
01-407      N      
01-4070     N      
01-4070A    N      
01-4070P    N      
01-4071     N      
01-4071A    N      
01-4071AG   N      
01-4072-12  N      
01-4072-2   N      
01-4072-23  N      
01-4072-24  N      
01-4072-25  N      
01-4072-4   N      
01-4072-8   N      
01-4072AG8  N      
01-4073     N      
01-4073AG   N      
01-4074     N      
01-4075     N      
01-4076     N      
01-4076-2   N      
01-4076AG2  N      
01-4077     N      
01-4078     N      
01-4079     N      
01-4079-2   N      
01-4079AG2  N      
01-4080     N      
01-4081AG   N      
01-4082     N      
01-4083A    N      
01-4083P    N      
01-4084     N      
01-4084-1   N      
01-4084A    N      
01-4084AG   N      
01-4084P    N      
01-4085     N      
01-4086     N      
01-4086A    N      
01-4086AG   N      
01-4086P    N      
01-4087-1   N      
01-4087-12  N      
01-4087-2   N      
01-4087AG1  N      
01-4087AG2  N      
01-4087G12  N      
01-4088AG   N      
01-4088L    N      
01-4089AG   N      
01-4089L    N      
01-4090     N      
01-4090-12  N      
01-4090-2   N      
01-4090-8   N      
01-4090AG2  N      
01-4090AG8  N      
01-4091-12  N      
01-4091-2   N      
01-4091-8   N      
01-4091AG2  N      
01-4091AG8  N      
01-4092     N      
01-4092AG   N      
01-4093A    N      
01-4093P    N      
01-4094A    N      
01-4094AG   N      
01-4095     N      
01-4095AG   N      
01-4096AG   N      
01-4097     N      
01-4097P    N      
01-4098     N      
01-4098P    N      
01-4099A    N      
01-4099AG   N      
01-410      N      
01-4100AG   N      
01-4101AG   N      
01-4102     N      
01-4102AG   N      
01-4103-3   N      
01-4103-6   N      
01-4103-8   N      
01-4103A23  N      
01-4103A6   N      
01-4103AAG  N      
01-4103D    N      
01-4103P    N      
01-4104AG   N      
01-4105AG   N      
01-4106AG   N      
01-4107AG   N      
01-4108AG   N      
01-4109-1   N      
01-410AG    N      
01-410I     N      
01-410L     N      
01-411      N      
01-4110-1   N      
01-4111-1   N      
01-4112     N      
01-4113     N      
01-4114     N      
01-4115     N      
01-4115-12  N      
01-4115-2   N      
01-4115-30  N      
01-4115-31  N      
01-4115-4   N      
01-4115-48  N      
01-4115A    N      
01-4115A1   N      
01-4115A2   N      
01-4115A3   N      
01-4115A31  N      
01-4115A4   N      
01-4115A5   N      
01-4115A6   N      
01-4115A7   N      
01-4115A8   N      
01-4115A9   N      
01-4115AG2  N      
01-4116     N      
01-4116-12  N      
01-4116-2   N      
01-4116A    N      
01-4116A1   N      
01-4116A2   N      
01-4116A3   N      
01-4116A31  N      
01-4116A4   N      
01-4116A5   N      
01-4116A6   N      
01-4116A7   N      
01-4116A8   N      
01-4116A9   N      
01-4116AG2  N      
01-4117     N      
01-4117-12  N      
01-4117-2   N      
01-4117-4   N      
01-4117A    N      
01-4117A1   N      
01-4117A2   N      
01-4117A3   N      
01-4117A31  N      
01-4117A4   N      
01-4117A5   N      
01-4117A6   N      
01-4117A7   N      
01-4117A8   N      
01-4117A9   N      
01-4117AG2  N      
01-4118     N      
01-4118-12  N      
01-4118-2   N      
01-4118-4   N      
01-4118A    N      
01-4118A1   N      
01-4118A2   N      
01-4118A3   N      
01-4118A31  N      
01-4118A4   N      
01-4118A5   N      
01-4118A6   N      
01-4118A7   N      
01-4118A8   N      
01-4118A9   N      
01-4118AG2  N      
01-4119     N      
01-4119-12  N      
01-4119-2   N      
01-4119-4   N      
01-4119A    N      
01-4119A1   N      
01-4119A2   N      
01-4119A3   N      
01-4119A31  N      
01-4119A4   N      
01-4119A5   N      
01-4119A6   N      
01-4119A7   N      
01-4119A8   N      
01-4119A9   N      
01-4119AG2  N      
01-412      N      
01-4120     N      
01-4120-30  N      
01-4120-31  N      
01-4120-4   N      
01-4120-48  N      
01-4120A    N      
01-4120A1   N      
01-4120A2   N      
01-4120A3   N      
01-4120A31  N      
01-4120A4   N      
01-4120A5   N      
01-4120A6   N      
01-4120A7   N      
01-4120A8   N      
01-4120A9   N      
01-4120AG2  N      
01-4121     N      
01-4121-12  N      
01-4121-2   N      
01-4121A    N      
01-4121A1   N      
01-4121A2   N      
01-4121A3   N      
01-4121A31  N      
01-4121A4   N      
01-4121A5   N      
01-4121A6   N      
01-4121A7   N      
01-4121A8   N      
01-4121A9   N      
01-4121AG2  N      
01-4122     N      
01-4122-12  N      
01-4122-2   N      
01-4122-4   N      
01-4122A    N      
01-4122A1   N      
01-4122A2   N      
01-4122A3   N      
01-4122A31  N      
01-4122A4   N      
01-4122A5   N      
01-4122A6   N      
01-4122A7   N      
01-4122A8   N      
01-4122A9   N      
01-4122AG2  N      
01-4123     N      
01-4123-4   N      
01-4123A    N      
01-4123A1   N      
01-4123A2   N      
01-4123A3   N      
01-4123A31  N      
01-4123A4   N      
01-4123A5   N      
01-4123A6   N      
01-4123A7   N      
01-4123A8   N      
01-4123A9   N      
01-4123AG2  N      
01-4123P2   N      
01-4124     N      
01-4124-12  N      
01-4124-2   N      
01-4124A    N      
01-4124A1   N      
01-4124A2   N      
01-4124A3   N      
01-4124A31  N      
01-4124A4   N      
01-4124A5   N      
01-4124A6   N      
01-4124A7   N      
01-4124A8   N      
01-4124A9   N      
01-4124AG2  N      
01-4125     N      
01-4125-12  N      
01-4125-2   N      
01-4125A    N      
01-4125A1   N      
01-4125A2   N      
01-4125A3   N      
01-4125A31  N      
01-4125A4   N      
01-4125A5   N      
01-4125A6   N      
01-4125A7   N      
01-4125A8   N      
01-4125A9   N      
01-4125AG2  N      
01-4126     N      
01-4126-12  N      
01-4126-2   N      
01-4126A    N      
01-4126A1   N      
01-4126A2   N      
01-4126A3   N      
01-4126A31  N      
01-4126A4   N      
01-4126A5   N      
01-4126A6   N      
01-4126A7   N      
01-4126A8   N      
01-4126A9   N      
01-4126AG2  N      
01-4127     N      
01-4127-12  N      
01-4127-2   N      
01-4127A    N      
01-4127A1   N      
01-4127A2   N      
01-4127A3   N      
01-4127A31  N      
01-4127A4   N      
01-4127A5   N      
01-4127A6   N      
01-4127A7   N      
01-4127A8   N      
01-4127A9   N      
01-4127AG2  N      
01-4128     N      
01-4128-12  N      
01-4128-2   N      
01-4128A    N      
01-4128A1   N      
01-4128A2   N      
01-4128A3   N      
01-4128A31  N      
01-4128A4   N      
01-4128A5   N      
01-4128A6   N      
01-4128A7   N      
01-4128A8   N      
01-4128A9   N      
01-4128AG2  N      
01-4129     N      
01-413      N      
01-4130     N      
01-4131     N      
01-4132     N      
01-4133     N      
01-4134     N      
01-4135-12  N      
01-4135-2   N      
01-4135A    N      
01-4135A1   N      
01-4135A2   N      
01-4135A3   N      
01-4135A31  N      
01-4135A4   N      
01-4135A5   N      
01-4135A6   N      
01-4135A7   N      
01-4135A8   N      
01-4135A9   N      
01-4135AG2  N      
01-4135P2   N      
01-4136-12  N      
01-4136-2   N      
01-4136A    N      
01-4136A1   N      
01-4136A2   N      
01-4136A3   N      
01-4136A31  N      
01-4136A4   N      
01-4136A5   N      
01-4136A6   N      
01-4136A7   N      
01-4136A8   N      
01-4136A9   N      
01-4136AG2  N      
01-4136P12  N      
01-4136P2   N      
01-4137-12  N      
01-4137-2   N      
01-4137A    N      
01-4137A1   N      
01-4137A2   N      
01-4137A3   N      
01-4137A31  N      
01-4137A4   N      
01-4137A5   N      
01-4137A6   N      
01-4137A7   N      
01-4137A8   N      
01-4137A9   N      
01-4137AG2  N      
01-4138-12  N      
01-4138-2   N      
01-4138A    N      
01-4138A1   N      
01-4138A2   N      
01-4138A3   N      
01-4138A31  N      
01-4138A4   N      
01-4138A5   N      
01-4138A6   N      
01-4138A7   N      
01-4138A8   N      
01-4138A9   N      
01-4138AG2  N      
01-4139-12  N      
01-4139-2   N      
01-4139A    N      
01-4139A1   N      
01-4139A2   N      
01-4139A3   N      
01-4139A31  N      
01-4139A4   N      
01-4139A5   N      
01-4139A6   N      
01-4139A7   N      
01-4139A8   N      
01-4139A9   N      
01-4139AG2  N      
01-414      N      
01-414-0    N      
01-414-1    N      
01-414-2    N      
01-414-23   N      
01-414-25   N      
01-414-26   N      
01-414-3    N      
01-414-4    N      
01-414-46   N      
01-414-47   N      
01-414-6    N      
01-414-7    N      
01-414-8    N      
01-414-Q    N      
01-414-X    N      
01-414-Z    N      
01-4140-12  N      
01-4140-2   N      
01-4140A    N      
01-4140A1   N      
01-4140A2   N      
01-4140A3   N      
01-4140A31  N      
01-4140A4   N      
01-4140A5   N      
01-4140A6   N      
01-4140A7   N      
01-4140A8   N      
01-4140A9   N      
01-4140AG2  N      
01-4140P2   N      
01-4141-12  N      
01-4141-2   N      
01-4141A    N      
01-4141A1   N      
01-4141A2   N      
01-4141A3   N      
01-4141A31  N      
01-4141A4   N      
01-4141A5   N      
01-4141A6   N      
01-4141A7   N      
01-4141A8   N      
01-4141A9   N      
01-4141AG2  N      
01-4142-12  N      
01-4142-2   N      
01-4142A    N      
01-4142A1   N      
01-4142A2   N      
01-4142A3   N      
01-4142A31  N      
01-4142A4   N      
01-4142A5   N      
01-4142A6   N      
01-4142A7   N      
01-4142A8   N      
01-4142A9   N      
01-4142AG2  N      
01-4143-12  N      
01-4143-2   N      
01-4143A    N      
01-4143A1   N      
01-4143A2   N      
01-4143A3   N      
01-4143A31  N      
01-4143A4   N      
01-4143A5   N      
01-4143A6   N      
01-4143A7   N      
01-4143A8   N      
01-4143A9   N      
01-4143AG2  N      
01-4143P2   N      
01-4144-12  N      
01-4144-2   N      
01-4144A    N      
01-4144A1   N      
01-4144A2   N      
01-4144A3   N      
01-4144A31  N      
01-4144A4   N      
01-4144A5   N      
01-4144A6   N      
01-4144A7   N      
01-4144A8   N      
01-4144A9   N      
01-4144AG2  N      
01-4145-12  N      
01-4145-2   N      
01-4145A    N      
01-4145A1   N      
01-4145A2   N      
01-4145A3   N      
01-4145A31  N      
01-4145A4   N      
01-4145A5   N      
01-4145A6   N      
01-4145A7   N      
01-4145A8   N      
01-4145A9   N      
01-4145AG2  N      
01-4146-12  N      
01-4146-2   N      
01-4146A    N      
01-4146A1   N      
01-4146A2   N      
